302 evaluationsParameters
==========

NCORES: 12, 
TIMES: [  0. -10.] Gyr, 
HALO_T_FORM: -9, 
HALO_T_STEADY: 8, 
HALO_A: 1.0, 
HALO_B: 1.1, 
HALO_C: 1.0, 
HALO_PHI: 0.0, 
RRANGE: 5, 15, 
PHIRANGE: -1.5707963267948966, 1.5707963267948966, 
DR: 1.0, 
DPHI: 1.0, 
VPARMS: 20, 20, 8, 8, 
SIGMAPARMS: 30, 20, 20, 
SCALEPARMS: 2, 9.8, 7.6, 
EVAL_THRESH: 0.0001, 
==========

R=5.5 kpc, phi=-1.5 rad, t=39 s
R=5.5 kpc, phi=-1.3 rad, t=40 s
R=5.5 kpc, phi=-1.1 rad, t=40 s
R=5.5 kpc, phi=-0.9 rad, t=39 s
R=5.5 kpc, phi=-0.7 rad, t=39 s
R=5.5 kpc, phi=-0.5 rad, t=41 s
R=5.5 kpc, phi=-0.3 rad, t=40 s
R=5.5 kpc, phi=-0.1 rad, t=40 s
R=5.5 kpc, phi=0.1 rad, t=39 s
R=5.5 kpc, phi=0.3 rad, t=38 s
R=5.5 kpc, phi=0.5 rad, t=38 s
R=5.5 kpc, phi=0.7 rad, t=34 s
R=5.5 kpc, phi=0.9 rad, t=35 s
R=5.5 kpc, phi=1.1 rad, t=35 s
R=5.5 kpc, phi=1.3 rad, t=39 s
R=5.5 kpc, phi=1.5 rad, t=35 s
R=6.5 kpc, phi=-1.5 rad, t=33 s
R=6.5 kpc, phi=-1.33 rad, t=32 s
R=6.5 kpc, phi=-1.17 rad, t=33 s
R=6.5 kpc, phi=-1.0 rad, t=28 s
R=6.5 kpc, phi=-0.83 rad, t=27 s
R=6.5 kpc, phi=-0.67 rad, t=27 s
R=6.5 kpc, phi=-0.5 rad, t=27 s
R=6.5 kpc, phi=-0.33 rad, t=31 s
R=6.5 kpc, phi=-0.17 rad, t=31 s
R=6.5 kpc, phi=0.0 rad, t=31 s
R=6.5 kpc, phi=0.17 rad, t=38 s
R=6.5 kpc, phi=0.33 rad, t=38 s
R=6.5 kpc, phi=0.5 rad, t=33 s
R=6.5 kpc, phi=0.67 rad, t=32 s
R=6.5 kpc, phi=0.83 rad, t=31 s
R=6.5 kpc, phi=1.0 rad, t=32 s
R=6.5 kpc, phi=1.17 rad, t=37 s
R=6.5 kpc, phi=1.33 rad, t=36 s
R=6.5 kpc, phi=1.5 rad, t=35 s
R=7.5 kpc, phi=-1.5 rad, t=28 s
R=7.5 kpc, phi=-1.36 rad, t=28 s
R=7.5 kpc, phi=-1.21 rad, t=28 s
R=7.5 kpc, phi=-1.07 rad, t=27 s
R=7.5 kpc, phi=-0.93 rad, t=27 s
R=7.5 kpc, phi=-0.79 rad, t=25 s
R=7.5 kpc, phi=-0.64 rad, t=26 s
R=7.5 kpc, phi=-0.5 rad, t=27 s
R=7.5 kpc, phi=-0.36 rad, t=27 s
R=7.5 kpc, phi=-0.21 rad, t=25 s
R=7.5 kpc, phi=-0.07 rad, t=27 s
R=7.5 kpc, phi=0.07 rad, t=27 s
R=7.5 kpc, phi=0.21 rad, t=28 s
R=7.5 kpc, phi=0.36 rad, t=28 s
R=7.5 kpc, phi=0.5 rad, t=28 s
R=7.5 kpc, phi=0.64 rad, t=25 s
R=7.5 kpc, phi=0.79 rad, t=22 s
R=7.5 kpc, phi=0.93 rad, t=29 s
R=7.5 kpc, phi=1.07 rad, t=29 s
R=7.5 kpc, phi=1.21 rad, t=30 s
R=7.5 kpc, phi=1.36 rad, t=29 s
R=7.5 kpc, phi=1.5 rad, t=29 s
R=8.5 kpc, phi=-1.56 rad, t=26 s
R=8.5 kpc, phi=-1.44 rad, t=26 s
R=8.5 kpc, phi=-1.31 rad, t=26 s
R=8.5 kpc, phi=-1.19 rad, t=26 s
R=8.5 kpc, phi=-1.06 rad, t=25 s
R=8.5 kpc, phi=-0.94 rad, t=25 s
R=8.5 kpc, phi=-0.81 rad, t=24 s
R=8.5 kpc, phi=-0.69 rad, t=25 s
R=8.5 kpc, phi=-0.56 rad, t=25 s
R=8.5 kpc, phi=-0.44 rad, t=25 s
R=8.5 kpc, phi=-0.31 rad, t=24 s
R=8.5 kpc, phi=-0.19 rad, t=24 s
R=8.5 kpc, phi=-0.06 rad, t=24 s
R=8.5 kpc, phi=0.06 rad, t=23 s
R=8.5 kpc, phi=0.19 rad, t=23 s
R=8.5 kpc, phi=0.31 rad, t=23 s
R=8.5 kpc, phi=0.44 rad, t=23 s
R=8.5 kpc, phi=0.56 rad, t=23 s
R=8.5 kpc, phi=0.69 rad, t=22 s
R=8.5 kpc, phi=0.81 rad, t=22 s
R=8.5 kpc, phi=0.94 rad, t=26 s
R=8.5 kpc, phi=1.06 rad, t=26 s
R=8.5 kpc, phi=1.19 rad, t=26 s
R=8.5 kpc, phi=1.31 rad, t=27 s
R=8.5 kpc, phi=1.44 rad, t=27 s
R=8.5 kpc, phi=1.56 rad, t=27 s
R=9.5 kpc, phi=-1.56 rad, t=21 s
R=9.5 kpc, phi=-1.44 rad, t=21 s
R=9.5 kpc, phi=-1.33 rad, t=21 s
R=9.5 kpc, phi=-1.22 rad, t=21 s
R=9.5 kpc, phi=-1.11 rad, t=20 s
R=9.5 kpc, phi=-1.0 rad, t=20 s
R=9.5 kpc, phi=-0.89 rad, t=20 s
R=9.5 kpc, phi=-0.78 rad, t=20 s
R=9.5 kpc, phi=-0.67 rad, t=21 s
R=9.5 kpc, phi=-0.56 rad, t=20 s
R=9.5 kpc, phi=-0.44 rad, t=21 s
R=9.5 kpc, phi=-0.33 rad, t=20 s
R=9.5 kpc, phi=-0.22 rad, t=20 s
R=9.5 kpc, phi=-0.11 rad, t=19 s
R=9.5 kpc, phi=0.0 rad, t=19 s
R=9.5 kpc, phi=0.11 rad, t=19 s
R=9.5 kpc, phi=0.22 rad, t=19 s
